Product Type,Net Quantity,Gross Sales,Discounts,Returns,Total Net Sales
Soapstone,1,34.0,-3.4,0.0,30.6
Basket,1,34.0,-3.4,0.0,30.6
Christmas,1,34.0,-3.4,0.0,30.6
Jewelry,1,34.0,-3.4,0.0,30.6
Kids,1,34.0,-3.4,0.0,30.6
Music,2,34.0,-3.4,0.0,30.6
Kids,1,34.0,-3.41,0.0,30.59
Home Decor,1,76.0,-7.6,-38.0,30.4
Jewelry,1,32.0,-1.6,0.0,30.4
Kids,1,30.0,0.0,0.0,30.0
Kitchen,2,30.0,0.0,0.0,30.0
Jewelry,1,30.0,0.0,0.0,30.0
Soapstone,2,30.0,0.0,0.0,30.0
Fair Trade Gifts,1,30.0,0.0,0.0,30.0
Basket,1,34.0,-5.1,0.0,28.9
Kitchen,3,31.5,-2.62,0.0,28.88
Kitchen,1,32.0,-3.2,0.0,28.8
Kids,1,32.0,-3.2,0.0,28.8
Basket,2,34.0,-5.2,0.0,28.8
Accessories,1,32.0,-3.2,0.0,28.8
Home Decor,1,32.0,-3.2,0.0,28.8
Jewelry,1,32.0,-3.2,0.0,28.8
Basket,1,70.0,-7.2,-34.0,28.8
Jewelry,1,28.5,0.0,0.0,28.5
Art & Sculpture,1,28.0,0.0,0.0,28.0
Basket,1,28.0,0.0,0.0,28.0
Jewelry,1,28.0,0.0,0.0,28.0
Kitchen,1,28.0,0.0,0.0,28.0
Soapstone,1,28.0,0.0,0.0,28.0
Accessories,1,28.0,0.0,0.0,28.0
Christmas,1,28.0,0.0,0.0,28.0
Fair Trade Gifts,1,28.0,0.0,0.0,28.0
Kids,1,28.0,0.0,0.0,28.0
Jewelry,1,68.0,-13.6,-27.2,27.2
Jewelry,1,34.0,-6.8,0.0,27.2
Kids,1,32.0,-4.81,0.0,27.19
Kids,1,30.0,-3.0,0.0,27.0
,1,24.0,0.0,0.0,24.0
Jewelry,1,28.0,-1.85,0.0,26.15
Jewelry,1,26.0,0.0,0.0,26.0
Art & Sculpture,1,25.6,0.0,0.0,25.6
Recycled Art,1,28.0,-2.8,0.0,25.2
Basket,1,56.0,-2.8,-28.0,25.2
Soapstone,1,28.0,-2.8,0.0,25.2
Kids,1,28.0,-2.8,0.0,25.2
Kitchen,1,28.0,-2.8,0.0,25.2
Jewelry,1,28.0,-2.8,0.0,25.2
Basket,1,84.0,-2.8,-56.0,25.2
Basket,1,28.0,-2.81,0.0,25.19
Art & Sculpture,2,26.4,-1.32,0.0,25.08
Fair Trade Gifts,1,25.0,0.0,0.0,25.0
Recycled Art,1,25.0,0.0,0.0,25.0
Art & Sculpture,1,24.0,0.0,0.0,24.0
Jewelry,1,24.0,0.0,0.0,24.0
Basket,1,24.0,0.0,0.0,24.0
Soapstone,1,24.0,0.0,0.0,24.0
Kitchen,1,24.0,0.0,0.0,24.0
Fair Trade Gifts,2,24.0,0.0,0.0,24.0
Textiles,1,24.0,0.0,0.0,24.0
Kids,1,24.0,0.0,0.0,24.0
Accessories,1,24.0,0.0,0.0,24.0
Fair Trade Gifts,1,24.0,0.0,0.0,24.0
Basket,1,28.0,-4.52,0.0,23.48
Art & Sculpture,1,26.0,-2.59,0.0,23.41
Art & Sculpture,1,26.0,-2.6,0.0,23.4
Kitchen,1,24.0,-1.39,0.0,22.61
Jewelry,1,28.0,-5.6,0.0,22.4
Jewelry,1,22.0,0.0,0.0,22.0
Kitchen,1,22.0,0.0,0.0,22.0
Music,1,22.0,0.0,0.0,22.0
Art & Sculpture,1,22.0,0.0,0.0,22.0
Soapstone,1,22.0,0.0,0.0,22.0
Fair Trade Gifts,1,22.0,0.0,0.0,22.0
Christmas,1,22.0,0.0,0.0,22.0
Accessories,1,22.0,0.0,0.0,22.0
Art & Sculpture,1,24.0,-2.4,0.0,21.6
Home Decor,1,24.0,-2.4,0.0,21.6
Kids,1,24.0,-2.4,0.0,21.6
Soapstone,1,24.0,-2.4,0.0,21.6
Kitchen,2,22.5,-1.05,0.0,21.45
Recycled Art,1,25.0,-3.75,0.0,21.25
Fair Trade Gifts,1,25.0,-3.75,0.0,21.25
Soapstone,1,21.0,0.0,0.0,21.0
Soapstone,2,20.0,0.0,0.0,20.0
Jewelry,2,20.0,0.0,0.0,20.0
Christmas,1,20.0,0.0,0.0,20.0
Music,1,20.0,0.0,0.0,20.0
Kitchen,1,22.0,-2.2,0.0,19.8
Jewelry,1,22.0,-2.21,0.0,19.79
Gift Baskets,1,19.5,0.0,0.0,19.5
Skin Care,1,18.5,0.0,0.0,18.5
Kids,1,18.0,0.0,0.0,18.0
Christmas,1,18.0,0.0,0.0,18.0
Art & Sculpture,1,18.0,0.0,0.0,18.0
Kitchen,1,18.0,0.0,0.0,18.0
Soapstone,1,18.0,0.0,0.0,18.0
Jewelry,1,18.0,0.0,0.0,18.0
Fair Trade Gifts,1,18.0,0.0,0.0,18.0
Home Decor,1,18.0,0.0,0.0,18.0
Skin Care,1,18.5,-1.85,0.0,16.65
Music,1,16.5,0.0,0.0,16.5
Kitchen,1,16.5,0.0,0.0,16.5
Kitchen,1,18.0,-1.8,0.0,16.2
Soapstone,1,18.0,-1.8,0.0,16.2
Music,1,18.0,-1.8,0.0,16.2
Christmas,1,18.0,-1.81,0.0,16.19
Kids,1,16.0,0.0,0.0,16.0
Kitchen,1,16.0,0.0,0.0,16.0
Music,1,16.0,0.0,0.0,16.0
Music,1,32.0,-1.6,-14.4,16.0
Soapstone,1,16.0,0.0,0.0,16.0
Soapstone,1,18.0,-2.31,0.0,15.69
Jewelry,1,16.0,-1.6,0.0,14.4
Art & Sculpture,1,16.0,-1.6,0.0,14.4
Soapstone,1,18.0,-3.6,0.0,14.4
Soapstone,1,14.0,0.0,0.0,14.0
Art & Sculpture,1,14.0,0.0,0.0,14.0
Kitchen,1,14.0,0.0,0.0,14.0
Jewelry,1,14.0,0.0,0.0,14.0
Soapstone,1,13.5,0.0,0.0,13.5
Art & Sculpture,1,13.2,0.0,0.0,13.2
Jewelry,1,12.0,0.0,0.0,12.0
Soapstone,1,12.0,0.0,0.0,12.0
Kitchen,1,12.0,0.0,0.0,12.0
Fair Trade Gifts,1,12.0,0.0,0.0,12.0
,1,10.5,0.0,0.0,10.5
Soapstone,0,26.0,0.0,-26.0,0.0
Basket,0,34.0,0.0,-34.0,0.0
Basket,0,48.0,0.0,-48.0,0.0
Textiles,0,1.0,0.0,-1.0,0.0
Basket,0,195.0,0.0,-195.0,0.0
Basket,0,28.0,0.0,-28.0,0.0
Kitchen,0,32.0,-3.21,-28.79,0.0
Christmas,0,380.0,0.0,-380.0,0.0
Kitchen,0,28.0,-2.81,-25.19,0.0
Jewelry,0,28.0,0.0,-28.0,0.0
Basket,0,116.0,-23.2,-92.8,0.0
Kitchen,0,16.5,0.0,-16.5,0.0
Kitchen,-1,0.0,0.0,-106.25,-106.25
